wilayah,kecamatan,kelurahan,nama_mini_market,nama_pemilik,alamat,luas_efektif_usaha,nomor_siup,nomor_tdp,nomor_uug,nomor_domisili,nomor_imb,nomor_slf,izin_operasional,jam_buka,jam_tutup,status_kepemilikan,jarak_dengan_pasar_tradisional,keterangan,,
Jakarta Barat,Kalideres,Semanan ,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Semanan No. 86 RT.008/08,120 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33924,350/XII/ JB/2006,89/1.824.1/ 012 Tgl. 08/06/ 2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Semanan ,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Warung Pojok No. 23-24 RT.007/05,140 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33925,161/VI/JB/2007,90/1.824.1/ 012 Tgl. 08/06/ 2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Semanan ,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Semanan RT.006/05 ,160 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Semanan ,Indomaret,PT. Indomarco Prismatama,Warung Pojok Kp. Asem RT.006/05,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,131/2/JB/ 2013 Tgl. 22/02/ 2013,199/-1.824. 1 Tgl. 21/08/ 2014,859/IMB/ 2009 Tgl. 27/01/ 2009,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Semanan ,Indomaret,PT. Indomarco Prismatama,Jl. Semanan Raya Kp. Pangkalan RT.002/06,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,542/10/JB/2014 Tgl. 24/10/ 2014,203/-1.824.1 Tgl. 29/08/2014,,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Semanan ,Indomaret,PT. Indomarco Prismatama,Kp. Gaga Semanan RT.002/03,140 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,,122/-1.824.1 Tgl. 23/04/2014,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Semanan ,Indomaret,PT. Indomarco Prismatama,Jl. SMA 94 RT.05/03,160 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,,276/-1.824.1 Tgl. 02/12/2014,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Semanan ,Indomaret,PT. Indomarco Prismatama,Jl. M. Asinie No. 103 RT.010/08,160 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,652/8/JB/ 2013 Tgl. 23/08/ 2013,200/-1.824.1 Tgl. 21/08/2014,3819/IMB/2009 Tgl. 01/06/ 2009,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Semanan ,Indomaret,PT. Indomarco Prismatama,Jl. TSI Blk B1 No. 40-41 RT.002/012,180 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,517/10JB/ 2012 Tgl. 05/10/ 2012,201/-1.824.1 Tgl. 21/08/2014,02665/ IMB/2001 Tgl. 23/03/ 2001,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Rawa Lele RT.005/010,120 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33927,,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Citra I Blok I 12/11 RT.011/016,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,196/4/JB/ 2010,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Peta Selatan RT.001/03,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Warung Gantung RT.004/06,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Peta Barat No. 55 RT.007/07,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,194/I/DU/ JB/11/2011 Tgl. 07/11/ 2011,304/1.751.21 Tgl. 07/06/ 2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Daan Mogot Raya RT.001/04,120 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33929,152/VI/JB/2009 Tgl. 19/06/ 2009,302/1.751.21 Tgl. 07/06/ 2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Daan Mogot RT.003/03,160 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Ruko Kalideres Indah RT.007/011,160 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Husen Sastranegara RT.011/03,180 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,269/10/JB/2009,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Peta Barat RT.002/013,140 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Utan Jati RT.007/012,140 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Jimbaran RW.017,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,556/7/JB/ 2013,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Utan Jati RW.012,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kalideres,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Bedugul RW.017,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kalideres,Indomaret,PT. Indomarco Prismatama,Jl. Warung Gantung Kp. Kojan RT.008/06,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,92/I/DU/ JB/9/2014 Tgl. 09/09/ 2014,546/1.751.21 Tgl. 20/08/ 2014,,,4705/-1.824. 26 Tgl. 31-08-2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Indomaret,PT. Indomarco Prismatama,Jl. Peta Barat RT.005/013,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,454/9/JB/ 2012 Tgl. 13/09/ 2012,608/1.751.21 Tgl. 30/12/ 2014,,,4705/-1.824. 26 Tgl. 31-08-2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Indomaret,PT. Indomarco Prismatama,Citra I Blok D7 No. 14-15 RT.011/06 ,140 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34281 Tgl. 25/10/ 2013,677/12/JB/2012 Tgl. 13/12/ 2012,547/1.751.21 Tgl. 20/08/ 2014,,,4705/-1.824. 26 Tgl. 31-08-2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Indomaret,PT. Indomarco Prismatama,Citra Garden I Blok C11/2 RT.002/016,140 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,SK.0918/ 10/2004 Tgl. 07/10/ 2004,69/1.751.21 Tgl. 07/02/ 2013,,,4705/-1.824. 26 Tgl. 31-08-2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Indomaret,PT. Indomarco Prismatama,Jl. Jimbaran Daan Mogot Baru No. 5-6 RT.004/017,160 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34282 Tgl. 25/10/ 2013,307/VI/JB/2010 Tgl. 21/06/ 2010,545/1.75.21 Tgl. 20/08/ 2014,06625/ IMB/2000 Tgl. 12/10/ 2000,,4705/-1.824. 26 Tgl. 31-08-2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Alfa Midi,PT. Midi Utama Indonesia,Jl. Peta Barat Raya No. A1-6 RT.004/07,120 M,0032/PB/ VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,4657/ IMB/2008,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Alfa Midi,PT. Midi Utama Indonesia,Jl. Peta Barat RT.005/013,120 M,0032/PB/ VII/ BPPMPT/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,919/11/JB/2013 Tgl. 08/11/ 2013,737/1.751.21 Tgl. 25/09/ 2013,,,,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Kalideres,Prima Mart,,Jl. Peta Barat RT.003/07,160 M,,,,,,,,'08.00,'22.00,,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Pegadungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Bambu Larangan RT.008/09,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,23/1/JB/ 2007,,,,,'08.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kalideres,Pegadungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Komp. Citra 3 Blok B-8 No. 21 RT.009/013,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,27/1/JB/ 2013,,,,,'08.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kalideres,Pegadungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Satu Maret No. 34 RT.009/03,120M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33930,267/X/JB/2009 Tgl. 15/10/ 2009,266/-1.824. 00/2012 Tgl. 07/06/ 2012,9249/IMB/2008 Tgl. 15/02/ 2008,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Pegadungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Komp. Citra 2 Ext Blok BE-IB 24-25 RT.013/05,140 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33926,013/I/JB/ 2008 Tgl. 18/01/ 2008,267/-1.824. 00/2012,,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Pegadungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Peta Utara No. 9 RT.001/06,100 M,0025/PB/ VII/BPPT/ 2011,,40/11/JB/ 2008,,,,,'08.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Kalideres,Pegadungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Taman Surya 5 Blok MM-5 / 73-75 RT.007/02,100 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33928,41/2/JB/ 2008,016/I/JB/ 2008 Tgl. 18/01/ 2008,25/1.751. 21,,3743/-1.824. 26 Tgl. 29-06- 2012,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Pegadungan,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Peta Utara RT.004/02,100 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,347/7/JB/ 2010,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Citra 2 Ext BE-IB No. 7-8 RW.006,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,"SK.,2171/ 12/2010 Tgl. 14/12/ 2010",,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Jl. Taman Surya 5 Ruko Grand Surya Center Blok MM/40-   41 RW.017,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,239/03/ 2007 Tgl. 07/03/ 2007,334/1.824. 00/2012 Tgl. 03/08/ 2012,,,4705/-1.824. 26 Tgl. 31-08- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Perum Citra V Blok E.5 No. 1 RT.003/016,120 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34227 Tgl. 25/10/ 2013,20/08/2014 Tgl. 17/12/ 2014,405/-1824. 00/2014 Tgl. 20/08/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Taman Surya 2 Blok C 2/8 RT.005/015,120 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34234 Tgl. 25/10/ 2013,67/2/jb/ 2011 Tgl. 07/02/ 2011,409/-1.824. 00/2014 Tgl. 20/08/ 2014,6797/IMB/2009,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Citra Garden II Blok H-2 1/19 RT.009/012 ,120 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34280 Tgl. 25/10/ 2013,96/I/DU/ JB/9/2014 Tgl. 09/09/ 2014,701/-1.824. 00/2014 Tgl. 30/12/ 2014,,,4705/-1.824. 26 Tgl. 31-08- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Jl. Taman Surya 3 Blok No. 1 J,100 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Jl. Komp. Citra Garden City 3 Ext Blok A1 No. 2-3 RT.003/013,140 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,365/5/JB/ 2013 Tgl. 10/05/ 2013,665/-1.824.1 Tgl. 09/12/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Jl. Peta Utara RT.006/06,180 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,86/3/JB/ 2010,117/-1.824. 00/2014 Tgl. 04/03/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Jl. Gardenia Utama Blok C1 No.3,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,130/VII/ JB/2008 Tgl. 14/07/ 2008,331/1.824. 00/2012 Tgl. 03/08/ 2012,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Indomaret,PT. Indomarco Prismatama,Jl. Peta Barat RT.005/07,120 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34283 Tgl. 25/10/ 2013,02/I/JB/ 2010 Tgl. 15/01/ 2010,408/-1.824. 00/2014 Tgl. 20/08/ 2014,,,4705/-1.824. 26 Tgl. 31-08- 2012,'08.00,'22.00,Sewa,> 500 M,KKT/ KPD,,
Jakarta Barat,Kalideres,Pegadungan,Lawson,PT. Midi Utama Indonesia,Taman Surya 3 Blok K No. 18 (Komp. Taman Palem) ,200 M,0032/PB/ VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,12474/ IMB/1995,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Pegadungan,Circle K,PT. Circleka Indonesia Utama,Jl. Perumahan Citra Garden City Citra II Ext Blok BE-IB,100 M,00012-05/ PB/P/1.824.271 Tgl. 27/08/ 2010,09.04.1.46.30753,,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Pegadungan,Total Buah,,Taman Surya III Blok I No. 5,100 M,,,,,,,,,,,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Uma MM,,,100 M,,,,,,,,,,,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Kasimura Mart,,,100 M,,,,,,,,,,,> 500 M,WSD,,
Jakarta Barat,Kalideres,Pegadungan,Nine 99 Mart,,,100 M,,,,,,,,,,,> 500 M,WSD,,
Jakarta Barat,Kalideres,Tegal Alur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Lingkungan III No. 34 RT.001/03,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,601/12/JB/2010,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Tegal Alur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kamal Raya RT.012/09,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Tegal Alur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kayu Besar RT.006/08,140 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Tegal Alur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Lingkungan III RT.011/09,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Tegal Alur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Menceng Raya RT.009/010,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,280/10/JB/2009,,,,,'08.00,'22.00,Sewa,> 500 M,WKC,,
Jakarta Barat,Kalideres,Tegal Alur,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Menceng Raya RT.010/011,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,PHU,,
Jakarta Barat,Kalideres,Tegal Alur,Alfamart,PT. Sumber Alfaria Trijaya,Perumahan Citra Garden Blk H RT.003/015,180 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Jl. Lingkungan III No. 11 RT.013/03,120 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34232 Tgl. 25/10/ 2013,210/V/JB/ 2010 Tgl. 07/05/ 2010,379/1.824 Tgl. 20/08/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Ruko Sixth Avenue Blok J5A No. 5-6 Perumahan Citra Garden 6 RT.009/05,120 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34228 Tgl. 25/10/ 2013,521/10/jb/2012 Tgl. 05/10/ 2012,380/1.824. Tgl. 20/08/ 2014,4668/IMB/2010,,,'08.00,'22.00,Sewa,> 500 M,KIN/ KPG,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Jl. Kamal Raya No. 1 RT.010/06,140 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,SK. 1305/ 1/2000,0639/1.824./12 Tgl. 03/08/ 2012,,,4705/-1.824. 26 Tgl. 31-08-2012,'08.00,'22.00,Sewa,> 500 M,KIN/ KPG,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Jl. Kamal Raya No. 25 A-C RT.014/09,180 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34230 Tgl. 25/10/ 2013,41/II/JB/ 2010 Tgl. 11/02/ 2010,377/1.824 Tgl. 20/08/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,KIN/ KPG,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Jl. Tegal Alur Kamal Lingkungan III RT.010/09,180 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,247/5/JB/ 2014,303/1.824 Tgl. 01/07/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,WKC,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Jl. Menceng Raya Kav. F1 6-7 No. 2 RT.009/010,160 M,00254-02/ PB/P/ 1.824.271,09.02.5.47.34233 Tgl. 25/10/ 2013,261/I/DU/ JB/11/2011 Tgl. 29/11/ 2011,378/1.824 Tgl. 20/08/ 2014,28856/ IMB/94,,,'08.00,'22.00,Sewa,> 500 M,WKC,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Kp. Menceng Gg. Masjid RT.008/011,120 M,00254-02/ PB/P/ 1.824.271,09.02.3.46.07095 Tgl. 15/10/ 2012,252/6/JB/ 2012 Tgl. 08/10/ 2012,,,,,'08.00,'22.00,Sewa,> 500 M,WKC,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Jl. Menceng Raya RT.010/011,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,,477/-1.824.1 Tgl. 29/10/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,WKC,,
Jakarta Barat,Kalideres,Tegal Alur,Indomaret,PT. Indomarco Prismatama,Jl. Kapuk Kamal Kayu Besar RT.002/012,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,,462/-1.824.1 Tgl. 16/10/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,WKC,,
Jakarta Barat,Kalideres,Tegal Alur,Alfa Midi,PT. Midi Utama Indonesia,Jl. Menceng Raya No. 21 RT.006/06 ,120 M,0032/PB/ VII/ BPPMPT/ 2013 Tgl. 30/08/ 2013,30.06.1.46.04463 Tgl. 31/07/ 2013,,,,,,'08.00,'22.00,Sewa,> 500 M,WKC,,
Jakarta Barat,Kalideres,Kamal,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kampung Mede No. 9 RT.001/06 ,120 M,0025/PB/ VII/BPPT/ 2011,09.02.5.47.33922,160/6/JB/ 2007,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kamal,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Prepedan No. 9 A  RT.001/07,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,180/I/DU/ JB/11/2011 Tgl. 07/11/ 2011,53/1.751.21/2012 Tgl. 07/06/ 2012,,,3743/-1.824. 26 Tgl. 29-06-2012,'08.00,'22.00,Sewa,> 500 M,KIN/ KPG,,
Jakarta Barat,Kalideres,Kamal,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kebon Kelapa RT.007/01,120 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kamal,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Citra V Blk C8 No. 3A RT.007/10,140 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,,,,,,'08.00,'22.00,Sewa,> 500 M,WKT/ WDG,,
Jakarta Barat,Kalideres,Kamal,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Benda Raya RT.003/01,100 M,0025/PB/ VII/BPPT/ 2011,30.06.1.46.01725,712/12/JB/2014,,,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kamal,Indomaret,PT. Indomarco Prismatama,Jl. Benda Raya RT.001/05,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,06/I/JB/ 2010 Tgl. 15/01/ 2010,62/1.751.21/2014 Tgl. 15/10/ 2014,11134/ IMB/92 Tgl. 17/11/ 1992,,,'08.00,'22.00,Sewa,> 500 M,WSD,,
Jakarta Barat,Kalideres,Kamal,Indomaret,PT. Indomarco Prismatama,Jl. Prepedan RT.005/09,120 M,00254-02/ PB/P/ 1.824.271,09.01.1.46.02196,246/5/JB/ 2014 Tgl. 23/05/ 2014,16/1.751.21/2014 Tgl. 04/03/ 2014,,,,'08.00,'22.00,Sewa,> 500 M,KIN/ KPG,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kresek Raya RW.015,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kresek Raya RW.013,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kresek Raya No. 17 B RW.08,120 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Pondok Randu RW.02,130 M,0025/PB/VII/BPPT/2011,09.02.5.47.33914,26/1/JB/2013,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Raya Duri Kosambi,170 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
Jakarta Barat,Cengkareng,Duri Kosambi,Alfamart,PT. Sumber Alfaria Trijaya,Jl. Kresek Raya RW.03,180 M,0025/PB/VII/BPPT/2011,30.06.1.46.01725,317/6/JB/2010,,,,,'07.00,'22.00,Sewa,> 500 M,Wsd,,
